	link	source	type	text
⁡
𝑥
→
25
𝑥
x→25
lim
	​

x
limit, start subscript, x, \to, 25, end subscript, xlim
⁡
5
2
lim5
2
limit, 5, squaredlim
⁡
5
2
lim5
2
limit, 5, squaredlim
⁡
𝑥
2
→
5
x
2
→5
lim
	​

limit, start subscript, x, squared, \to, 5, end subscriptlim
⁡
𝑥
2
→
5
x
2
→5
lim
	​

limit, start subscript, x, squared, \to, 5, end subscriptlim
⁡
𝑥
→
5
𝑥
2
x→5
lim
	​

x
2
limit, start subscript, x, \to, 5, end subscript, x, squaredlim
⁡
𝑥
→
5
𝑥
2
x→5
lim
	​

x
2
limit, start subscript, x, \to, 5, end subscript, x, squaredlim
⁡
𝑥
→
25
𝑥
x→25
lim
	​

x
limit, start subscript, x, \to, 25, end subscript, xlim
⁡
𝑥
→
25
𝑥
x→25
lim
	​

x
limit, start subscript, x, \to, 25, end subscript, xIn limits, we want to get infinitely close.What do we mean when we say ""infinitely close""? Let's take a look at the values of 
𝑓
(
𝑥
)
=
𝑥
+
2
f(x)=x+2
f, left parenthesis, x, right parenthesis, equals, x, plus, 2
 as the 
𝑥
x
x
-values get very close to 
3
3
3
. (Remember: since we're dealing with limits we don't care about 
𝑓
(
3
)
f(3)
f, left parenthesis, 3, right parenthesis
 itself.)What do we mean when we say ""infinitely close""? Let's take a look at the values of 
𝑓
(
𝑥
)
=
𝑥
+
2
f(x)=x+2
f, left parenthesis, x, right parenthesis, equals, x, plus, 2
 as the 
𝑥
x
x
-values get very close to 
3
3
3
. (Remember: since we're dealing with limits we don't care about 
𝑓
(
3
)
f(3)
f, left parenthesis, 3, right parenthesis
 itself.)𝑥
x
x
	
𝑓
(
𝑥
)
f(x)
f, left parenthesis, x, right parenthesis


2.9
2.9
2, point, 9
	
4.9
4.9
4, point, 9


2.99
2.99
2, point, 99
	
4.99
4.99
4, point, 99


2.999
⏟
close to 
3
close to 3
2.999
	​

	​

start color gray, start underbrace, start color black, 2, point, 999, end color black, end underbrace, start subscript, start text, c, l, o, s, e, space, t, o, space, end text, 3, end subscript, end color gray
	
4.999
⏟
close to 
5
close to 5
4.999
	​

	​

start color gray, start underbrace, start color black, 4, point, 999, end color black, end underbrace, start subscript, start text, c, l, o, s, e, space, t, o, space, end text, 5, end subscript, end color grayWe can see how, when the 
𝑥
x
x
-values are smaller than 
3
3
3
 but become closer and closer to it, the values of 
𝑓
f
f
 become closer and closer to 
5
5
5
.We can see how, when the 
𝑥
x
x
-values are smaller than 
3
3
3
 but become closer and closer to it, the values of 
𝑓
f
f
 become closer and closer to 
5
5
5
.𝑥
x
x
	
𝑓
(
𝑥
)
f(x)
f, left parenthesis, x, right parenthesis


3.1
3.1
3, point, 1
	
5.1
5.1
5, point, 1


3.01
3.01
3, point, 01
	
5.01
5.01
5, point, 01


3.001
⏟
close to 
3
close to 3
3.001
	​

	​

start color gray, start underbrace, start color black, 3, point, 001, end color black, end underbrace, start subscript, start text, c, l, o, s, e, space, t, o, space, end text, 3, end subscript, end color gray
	
5.001
⏟
close to 
5
close to 5
5.001
	​

	​

start color gray, start underbrace, start color black, 5, point, 001, end color black, end underbrace, start subscript, start text, c, l, o, s, e, space, t, o, space, end text, 5, end subscript, end color grayWe can also see how, when the 
𝑥
x
x
-values are larger than 
3
3
3
 but become closer and closer to it, the values of 
𝑓
f
f
 become closer and closer to 
5
5
5
.We can also see how, when the 
𝑥
x
x
-values are larger than 
3
3
3
 but become closer and closer to it, the values of 
𝑓
f
f
 become closer and closer to 
5
5
5
.Notice that the closest we got to 
5
5
5
 was with 
𝑓
(
2.999
)
=
4.999
f(2.999)=4.999
f, left parenthesis, 2, point, 999, right parenthesis, equals, 4, point, 999
 and 
𝑓
(
3.001
)
=
5.001
f(3.001)=5.001
f, left parenthesis, 3, point, 001, right parenthesis, equals, 5, point, 001
, which are 
0.001
0.001
0, point, 001
 units away from 
5
5
5
.Notice that the closest we got to 
5
5
5
 was with 
𝑓
(
2.999
)
=
4.999
f(2.999)=4.999
f, left parenthesis, 2, point, 999, right parenthesis, equals, 4, point, 999
 and 
𝑓
(
3.001
)
=
5.001
f(3.001)=5.001
f, left parenthesis, 3, point, 001, right parenthesis, equals, 5, point, 001
, which are 
0.001
0.001
0, point, 001
 units away from 
5
5
5
.We can get closer than that if we want. For example, suppose we wanted to be 
0.00001
0.00001
0, point, 00001
 units from 
5
5
5
, then we would pick 
𝑥
=
3.00001
x=3.00001
x, equals, 3, point, 00001
 and then 
𝑓
(
3.00001
)
=
5.00001
f(3.00001)=5.00001
f, left parenthesis, 3, point, 00001, right parenthesis, equals, 5, point, 00001
.We can get closer than that if we want. For example, suppose we wanted to be 
0.00001
0.00001
0, point, 00001
 units from 
5
5
5
, then we would pick 
𝑥
=
3.00001
x=3.00001
x, equals, 3, point, 00001
 and then 
𝑓
(
3.00001
)
=
5.00001
f(3.00001)=5.00001
f, left parenthesis, 3, point, 00001, right parenthesis, equals, 5, point, 00001
.This is endless. We can always get closer to 
5
5
5
. But that's exactly what ""infinitely close"" is all about! Since being ""infinitely close"" isn't possible in reality, what we mean by 
lim
⁡
𝑥
→
3
𝑓
(
𝑥
)
=
5
x→3
lim
	​

f(x)=5
limit, start subscript, x, \to, 3, end subscript, f, left parenthesis, x, right parenthesis, equals, 5
 is that no matter how close we want to get to 
5
5
5
, there's an 
𝑥
x
x
-value very close to 
3
3
3
 that will get us there.This is endless. We can always get closer to 
5
5
5
. But that's exactly what ""infinitely close"" is all about! Since being ""infinitely close"" isn't possible in reality, what we mean by 
lim
⁡
𝑥
→
3
𝑓
(
𝑥
)
=
5
x→3
lim
	​

f(x)=5
limit, start subscript, x, \to, 3, end subscript, f, left parenthesis, x, right parenthesis, equals, 5
 is that no matter how close we want to get to 
5
5
5
, there's an 
𝑥
x
x
-value very close to 
3
3
3
 that will get us there.If you find this hard to grasp, maybe this will help: how do we know there are infinite different integers? It's not like we've counted them all and got to infinity. We know they are infinite because for any integer there's another integer that's even larger than that. There's always another one, and another one.If you find this hard to grasp, maybe this will help: how do we know there are infinite different integers? It's not like we've counted them all and got to infinity. We know they are infinite because for any integer there's another integer that's even larger than that. There's always another one, and another one.In limits, we don't want to get infinitely big, but infinitely close. When we say 
lim
⁡
𝑥
→
3
𝑓
(
𝑥
)
=
5
x→3
lim
	​

f(x)=5
limit, start subscript, x, \to, 3, end subscript, f, left parenthesis, x, right parenthesis, equals, 5
, we mean we can always get closer and closer to 
5
5
5
.In limits, we don't want to get infinitely big, but infinitely close. When we say 
lim
⁡
𝑥
→
3
𝑓
(
𝑥
)
=
5
x→3
lim
	​

f(x)=5
limit, start subscript, x, \to, 3, end subscript, f, left parenthesis, x, right parenthesis, equals, 5
, we mean we can always get closer and closer to 
5
5
5
.PROBLEM 4
𝑥
x
x
	
𝑔
(
𝑥
)
g(x)
g, left parenthesis, x, right parenthesis


−
7.1
−7.1
minus, 7, point, 1
	
6.32
6.32
6, point, 32


−
7.01
−7.01
minus, 7, point, 01
	
6.1
6.1
6, point, 1


−
7.001
−7.001
minus, 7, point, 001
	
6.03
6.03
6, point, 03


−
6.999
−6.999
minus, 6, point, 999
	
6.03
6.03
6, point, 03


−
6.99
−6.99
minus, 6, point, 99
	
6.1
6.1
6, point, 1


−
6.9
−6.9
minus, 6, point, 9
	
6.32
6.32
6, point, 32
What is a reasonable estimate for 
lim
⁡
𝑥
→
−
7
𝑔
(
𝑥
)
x→−7
lim
	​

g(x)
limit, start subscript, x, \to, minus, 7, end subscript, g, left parenthesis, x, right parenthesis
?
Choose 1 answer:
Choose 1 answer:
(Choice A)   
−
7
−7
minus, 7
A
−
7
−7
minus, 7
(Choice B)   
6
6
6
B
6
6
6
(Choice C)   
6.15
6.15
6, point, 15
C
6.15
6.15
6, point, 15
(Choice D)   
6.33
6.33
6, point, 33
D
6.33
6.33
6, point, 33
(Choice E)   The limit doesn't exist
E
The limit doesn't exist

Check
ExplainPROBLEM 4
𝑥
x
x
	
𝑔
(
𝑥
)
g(x)
g, left parenthesis, x, right parenthesis


−
7.1
−7.1
minus, 7, point, 1
	
6.32
6.32
6, point, 32


−
7.01
−7.01
minus, 7, point, 01
	
6.1
6.1
6, point, 1


−
7.001
−7.001
minus, 7, point, 001
	
6.03
6.03
6, point, 03


−
6.999
−6.999
minus, 6, point, 999
	
6.03
6.03
6, point, 03


−
6.99
−6.99
minus, 6, point, 99
	
6.1
6.1
6, point, 1


−
6.9
−6.9
minus, 6, point, 9
	
6.32
6.32
6, point, 32
What is a reasonable estimate for 
lim
⁡
𝑥
→
−
7
𝑔
(
𝑥
)
x→−7
lim
	​

g(x)
limit, start subscript, x, \to, minus, 7, end subscript, g, left parenthesis, x, right parenthesis
?
Choose 1 answer:
Choose 1 answer:
(Choice A)   
−
7
−7
minus, 7
A
−
7
−7
minus, 7
(Choice B)   
6
6
6
B
6
6
6
(Choice C)   
6.15
6.15
6, point, 15
C
6.15
6.15
6, point, 15
(Choice D)   
6.33
6.33
6, point, 33
D
6.33
6.33
6, point, 33
(Choice E)   The limit doesn't exist
E
The limit doesn't exist

Check
Explain𝑥
x
x
	
𝑔
(
𝑥
)
g(x)
g, left parenthesis, x, right parenthesis


−
7.1
−7.1
minus, 7, point, 1
	
6.32
6.32
6, point, 32


−
7.01
−7.01
minus, 7, point, 01
	
6.1
6.1
6, point, 1


−
7.001
−7.001
minus, 7, point, 001
	
6.03
6.03
6, point, 03


−
6.999
−6.999
minus, 6, point, 999
	
6.03
6.03
6, point, 03


−
6.99
−6.99
minus, 6, point, 99
	
6.1
6.1
6, point, 1


−
6.9
−6.9
minus, 6, point, 9
	
6.32
6.32
6, point, 32What is a reasonable estimate for 
lim
⁡
𝑥
→
−
7
𝑔
(
𝑥
)
x→−7
lim
	​

g(x)
limit, start subscript, x, \to, minus, 7, end subscript, g, left parenthesis, x, right parenthesis
?What is a reasonable estimate for 
lim
⁡
𝑥
→
−
7
𝑔
(
𝑥
)
x→−7
lim
	​

g(x)
limit, start subscript, x, \to, minus, 7, end subscript, g, left parenthesis, x, right parenthesis
?Choose 1 answer:
Choose 1 answer:
(Choice A)   
−
7
−7
minus, 7
A
−
7
−7
minus, 7
(Choice B)   
6
6
6
B
6
6
6
(Choice C)   
6.15
6.15
6, point, 15
C
6.15
6.15
6, point, 15
(Choice D)   
6.33
6.33
6, point, 33
D
6.33
6.33
6, point, 33
(Choice E)   The limit doesn't exist
E
The limit doesn't existChoose 1 answer:
Choose 1 answer:
(Choice A)   
−
7
−7
minus, 7
A
−
7
−7
minus, 7
(Choice B)   
6
6
6
B
6
6
6
(Choice C)   
6.15
6.15
6, point, 15
C
6.15
6.15
6, point, 15
(Choice D)   
6.33
6.33
6, point, 33
D
6.33
6.33
6, point, 33
(Choice E)   The limit doesn't exist
E
The limit doesn't exist−
7
−7
minus, 7−
7
−7
minus, 76
6
66
6
66.15
6.15
6, point, 156.15
6.15
6, point, 156.33
6.33
6, point, 336.33
6.33
6, point, 33The limit doesn't existThe limit doesn't existThe limit doesn't existThe limit doesn't existAnother example: 
lim
⁡
𝑥
→
2
𝑥
2
x→2
lim
	​

x
2
limit, start subscript, x, \to, 2, end subscript, x, squaredLet's analyze 
lim
⁡
𝑥
→
2
𝑥
2
x→2
lim
	​

x
2
limit, start subscript, x, \to, 2, end subscript, x, squared
, which is the limit of the expression 
𝑥
2
x
2
x, squared
 when 
𝑥
x
x
 approaches 
2
2
2
.Let's analyze 
lim
⁡
𝑥
→
2
𝑥
2
x→2
lim
	​

x
2
limit, start subscript, x, \to, 2, end subscript, x, squared
, which is the limit of the expression 
𝑥
2
x
2
x, squared
 when 
𝑥
x
x
 approaches 
2
2
2
.1
1
2
2
3
3
4
4
5
5
-
2
-
2
-
3
-
3
1
1
2
2
3
3
4
4
5
5
6
6
7
7
8
8
𝑦
y
𝑥
x
𝑦
=
𝑥
2
y=x
2
Function y = x squared is graphed. The x-axis goes from negative 4 to 6. The graph consists of a curve. The curve is a parabola, starting at (negative 3, 9), moving downward through (negative 1, 1) to (0, 0), moving upward through (1, 1), and ending at (3, 9).1
1
2
2
3
3
4
4
5
5
-
2
-
2
-
3
-
3
1
1
2
2
3
3
4
4
5
5
6
6
7
7
8
8
𝑦
y
𝑥
x
𝑦
=
𝑥
2
y=x
2
Function y = x squared is graphed. The x-axis goes from negative 4 to 6. The graph consists of a curve. The curve is a parabola, starting at (negative 3, 9), moving downward through (negative 1, 1) to (0, 0), moving upward through (1, 1), and ending at (3, 9).Function y = x squared is graphed. The x-axis goes from negative 4 to 6. The graph consists of a curve. The curve is a parabola, starting at (negative 3, 9), moving downward through (negative 1, 1) to (0, 0), moving upward through (1, 1), and ending at (3, 9).Function y = x squared is graphed. The x-axis goes from negative 4 to 6. The graph consists of a curve. The curve is a parabola, starting at (negative 3, 9), moving downward through (negative 1, 1) to (0, 0), moving upward through (1, 1), and ending at (3, 9).We can see how, when we approach the point where 
𝑥
=
2
x=2
x, equals, 2
 on the graph, the 
𝑦
y
y
-values are getting closer and closer to 
4
4
4
.We can see how, when we approach the point where 
𝑥
=
2
x=2
x, equals, 2
 on the graph, the 
𝑦
y
y
-values are getting closer and closer to 
4
4
4
.The graph of y = x squared is animated with a point moving up the curve from (1.5, 2.25) to (1.99, 3.96) and then moving down the curve from (2.5, 6.25) to (2.01, 4.04).
Created with Geogebra.The graph of y = x squared is animated with a point moving up the curve from (1.5, 2.25) to (1.99, 3.96) and then moving down the curve from (2.5, 6.25) to (2.01, 4.04).
Created with Geogebra.The graph of y = x squared is animated with a point moving up the curve from (1.5, 2.25) to (1.99, 3.96) and then moving down the curve from (2.5, 6.25) to (2.01, 4.04).The graph of y = x squared is animated with a point moving up the curve from (1.5, 2.25) to (1.99, 3.96) and then moving down the curve from (2.5, 6.25) to (2.01, 4.04).Created with Geogebra.Created with Geogebra.We can also look at a table of values:We can also look at a table of values:𝑥
x
x
	
𝑥
2
x
2
x, squared


1.9
1.9
1, point, 9
	
3.61
3.61
3, point, 61


1.99
1.99
1, point, 99
	
3.9601
3.9601
3, point, 9601


1.999
⏟
close to 
2
close to 2
1.999
	​

	​

start color gray, start underbrace, start color black, 1, point, 999, end color black, end underbrace, start subscript, start text, c, l, o, s, e, space, t, o, space, end text, 2, end subscript, end color gray
	
3.996001
⏟
close to 
4
close to 4
3.996001
	​

	​

start color gray, start underbrace, start color black, 3, point, 996001, end color black, end underbrace, start subscript, start text, c, l, o, s, e, space, t, o, space, end text, 4, end subscript, end color gray𝑥
x
x
	
𝑥
2
x
2
x, squared


2.1
2.1
2, point, 1
	
4.41
4.41
4, point, 41


2.01
2.01
2, point, 01
	
4.0401
4.0401
4, point, 0401


2.001
⏟
close to 
2
close to 2
2.001
	​

	​

start color gray, start underbrace, start color black, 2, point, 001, end color black, end underbrace, start subscript, start text, c, l, o, s, e, space, t, o, space, end text, 2, end subscript, end color gray
	
4.004001
⏟
close to 
4
close to 4
4.004001
	​

	​

start color gray, start underbrace, start color black, 4, point, 004001, end color black, end underbrace, start subscript, start text, c, l, o, s, e, space, t, o, space, end text, 4, end subscript, end color grayWe can also see how we can get as close as we want to 
4
4
4
. Suppose we want to be less than 
0.001
0.001
0, point, 001
 units from 
4
4
4
. Which 
𝑥
x
x
-value close to 
𝑥
=
2
x=2
x, equals, 2
 can we choose?We can also see how we can get as close as we want to 
4
4
4
. Suppose we want to be less than 
0.001
0.001
0, point, 001
 units from 
4
4
4
. Which 
𝑥
x
x
-value close to 
𝑥
=
2
x=2
x, equals, 2
 can we choose?Let's try 
𝑥
=
2.001
x=2.001
x, equals, 2, point, 001
:Let's try 
𝑥
=
2.001
x=2.001
x, equals, 2, point, 001
:2.00
1
2
=
4.004001
2.001
2
=4.004001
2, point, 001, squared, equals, 4, point, 004001That's more than 
0.001
0.001
0, point, 001
 units away from 
4
4
4
. Alright, so let's try 
𝑥
=
2.0001
x=2.0001
x, equals, 2, point, 0001
:That's more than 
0.001
0.001
0, point, 001
 units away from 
4
4
4
. Alright, so let's try 
𝑥
=
2.0001
x=2.0001
x, equals, 2, point, 0001
:2.000
1
2
=
4.00040001
2.0001
2
=4.00040001
2, point, 0001, squared, equals, 4, point, 00040001That's close enough! By trying 
𝑥
x
x
-values that are closer and closer to 
𝑥
=
2
x=2
x, equals, 2
, we can get even closer to 
4
4
4
.That's close enough! By trying 
𝑥
x
x
-values that are closer and closer to 
𝑥
=
2
x=2
x, equals, 2
, we can get even closer to 
4
4
4
.In conclusion, 
lim
⁡
𝑥
→
2
𝑥
2
=
4
x→2
lim
	​

x
2
=4
